	Unnamed: 0	sampleID	x	y
60	60	FP0081-C	-7.090179218347094	18.193701422326136
61	61	FP0082-C	-7.090179218347094	18.193701422326136
62	62	FP0083-CW		
63	63	FP0084-C	-7.090179218347094	18.193701422326136
64	64	FP0089-C	-7.090179218347094	18.193701422326136
65	65	FP0090-C	-7.090179218347094	18.193701422326136
66	66	FP0092-C	-7.090179218347094	18.193701422326136
67	67	FP0093-C	-7.090179218347094	18.193701422326136
68	68	FP0094-CW	-7.090179218347094	18.193701422326136
69	69	FP0095-C	-7.090179218347094	18.193701422326136
70	70	FP0096-C	-7.090179218347094	18.193701422326136
71	71	FP0097-C	-7.090179218347094	18.193701422326136
72	72	FP0098-C	-7.090179218347094	18.193701422326136
73	73	FP0099-CW	-7.090179218347094	18.193701422326136
74	74	FP0100-CW	-7.090179218347094	18.193701422326136
75	75	FP0101-C		
76	76	FP0102-C	-7.090179218347094	18.193701422326136
77	77	FP0103-C	-7.090179218347094	18.193701422326136
78	78	FP0105-C	-7.090179218347094	18.193701422326136
79	79	FP0112-C	-7.090179218347094	18.193701422326136
80	80	FP0113-C	-7.090179218347094	18.193701422326136
81	81	FP0114-C	-7.090179218347094	18.193701422326136
82	82	FP0116-C		
83	83	FP0117-C	-7.090179218347094	18.193701422326136
84	84	FP0119-C	-7.090179218347094	18.193701422326136
85	85	FP0120-C		
86	86	FP0123-C	-7.090179218347094	18.193701422326136
87	87	FP0127-C	-7.090179218347094	18.193701422326136
88	88	FP0129-C	-7.090179218347094	18.193701422326136
89	89	FP0132-CW	-7.090179218347094	18.193701422326136
90	90	FP0133-CW	-7.090179218347094	18.193701422326136
91	91	FP0136-C	-7.090179218347094	18.193701422326136
92	92	PA0007-C	-16.401558797417138	13.245395650677096
93	93	PA0008-C	-16.401558797417138	13.245395650677096
94	94	PA0011-C	-16.401558797417138	13.245395650677096
95	95	PA0012-C	-16.401558797417138	13.245395650677096
96	96	PA0013-C	-16.401558797417138	13.245395650677096
97	97	PA0014-C		
98	98	PA0015-C	-16.401558797417138	13.245395650677096
99	99	PA0016-C	-16.401558797417138	13.245395650677096
100	100	PA0017-C	-16.401558797417138	13.245395650677096
101	101	PA0018-C	-16.401558797417138	13.245395650677096
102	102	PA0020-C	-16.401558797417138	13.245395650677096
103	103	PA0021-C	-16.401558797417138	13.245395650677096
104	104	PA0022-C	-16.401558797417138	13.245395650677096
105	105	PA0026-C	-16.401558797417138	13.245395650677096
106	106	PA0027-C	-16.401558797417138	13.245395650677096
107	107	PA0028-C	-16.401558797417138	13.245395650677096
108	108	PA0029-C	-16.401558797417138	13.245395650677096
109	109	PA0030-C	-16.401558797417138	13.245395650677096
110	110	PA0032-C	-16.401558797417138	13.245395650677096
111	111	PA0034-C	-16.401558797417138	13.245395650677096
112	112	PA0035-C	-16.401558797417138	13.245395650677096
113	113	PA0036-C	-16.401558797417138	13.245395650677096
114	114	PA0037-C	-16.401558797417138	13.245395650677096
115	115	PA0038-C	-16.401558797417138	13.245395650677096
116	116	PA0039-C	-16.401558797417138	13.245395650677096
117	117	PA0040-C	-16.401558797417138	13.245395650677096
118	118	PA0041-C	-16.401558797417138	13.245395650677096
119	119	PA0042-C	-16.401558797417138	13.245395650677096
120	120	PA0044-C	-16.401558797417138	13.245395650677096
121	121	PA0045-C	-16.401558797417138	13.245395650677096
122	122	PA0046-C	-16.401558797417138	13.245395650677096
123	123	PA0047-C	-16.401558797417138	13.245395650677096
124	124	PA0049-C	-16.401558797417138	13.245395650677096
125	125	PA0050-C	-16.401558797417138	13.245395650677096
126	126	PA0051-C	-16.401558797417138	13.245395650677096
127	127	PA0052-C	-16.401558797417138	13.245395650677096
128	128	PA0053-C	-16.401558797417138	13.245395650677096
129	129	PA0054-C	-16.401558797417138	13.245395650677096
130	130	PA0057-C	-16.401558797417138	13.245395650677096
131	131	PA0060-C	-16.401558797417138	13.245395650677096
132	132	PA0061-C	-16.401558797417138	13.245395650677096
133	133	PA0063-C	-16.401558797417138	13.245395650677096
134	134	PA0064-C	-16.401558797417138	13.245395650677096
135	135	PA0065-C	-16.401558797417138	13.245395650677096
136	136	PA0066-C	-16.401558797417138	13.245395650677096
137	137	PA0067-C	-16.401558797417138	13.245395650677096
138	138	PA0068-C	-16.401558797417138	13.245395650677096
139	139	PA0069-C	-16.401558797417138	13.245395650677096
140	140	PA0071-C	-16.401558797417138	13.245395650677096
141	141	PA0072-C	-16.401558797417138	13.245395650677096
142	142	PA0073-C	-16.401558797417138	13.245395650677096
143	143	PA0074-C	-16.401558797417138	13.245395650677096
144	144	PA0075-C	-16.401558797417138	13.245395650677096
145	145	PA0078-C	-16.401558797417138	13.245395650677096
146	146	PA0081-C	-16.401558797417138	13.245395650677096
147	147	PA0084-C	-16.401558797417138	13.245395650677096
148	148	PA0085-C	-16.401558797417138	13.245395650677096
149	149	PA0087-C	-16.401558797417138	13.245395650677096
150	150	PA0089-C	-16.401558797417138	13.245395650677096
151	151	PA0091-C	-16.401558797417138	13.245395650677096
152	152	PA0092-C	-16.401558797417138	13.245395650677096
153	153	PA0093-C	-16.401558797417138	13.245395650677096
154	154	PA0094-C	-16.401558797417138	13.245395650677096
155	155	PA0095-C	-16.401558797417138	13.245395650677096
156	156	PA0097-C	-16.401558797417138	13.245395650677096
157	157	PA0098-C	-16.401558797417138	13.245395650677096
158	158	PA0099-C	-16.401558797417138	13.245395650677096
159	159	PA0100-C	-16.401558797417138	13.245395650677096
160	160	PA0101-C	-16.401558797417138	13.245395650677096
161	161	PA0102-C	-16.401558797417138	13.245395650677096
162	162	PA0103-C	-16.401558797417138	13.245395650677096
163	163	PA0104-C	-16.401558797417138	13.245395650677096
164	164	PA0105-C	-16.401558797417138	13.245395650677096
165	165	PA0134-C	-8.899059960499232	8.43731555009309
166	166	PA0135-C	-8.899059960499232	8.43731555009309
167	167	PA0136-C	-8.899059960499232	8.43731555009309
168	168	PA0137-C	-8.899059960499232	8.43731555009309
169	169	PA0138-C	-8.899059960499232	8.43731555009309
170	170	PA0140-C	-8.899059960499232	8.43731555009309
171	171	PA0141-C	-8.899059960499232	8.43731555009309
172	172	PA0142-C	-8.899059960499232	8.43731555009309
173	173	PA0144-C	-8.899059960499232	8.43731555009309
174	174	PA0145-C	-8.899059960499232	8.43731555009309
175	175	PA0146-C		
176	176	PA0147-C	-8.899059960499232	8.43731555009309
177	177	PA0148-C	-8.899059960499232	8.43731555009309
178	178	PA0149-C	-8.899059960499232	8.43731555009309
179	179	PA0150-C	-8.899059960499232	8.43731555009309
180	180	PA0151-C	-8.899059960499232	8.43731555009309
181	181	PA0152-C	-8.899059960499232	8.43731555009309
182	182	PA0153-C	-8.899059960499232	8.43731555009309
183	183	PA0155-C	-8.899059960499232	8.43731555009309
184	184	PA0156-C	-8.899059960499232	8.43731555009309
185	185	PA0157-C	-8.899059960499232	8.43731555009309
186	186	PA0158-C	-8.899059960499232	8.43731555009309
187	187	PA0159-C	-8.899059960499232	8.43731555009309
188	188	PA0160-C	-8.899059960499232	8.43731555009309
189	189	PA0161-C	-8.899059960499232	8.43731555009309
190	190	PA0162-C	-8.899059960499232	8.43731555009309
191	191	PA0163-C	-8.899059960499232	8.43731555009309
192	192	PA0164-C	-8.899059960499232	8.43731555009309
193	193	PA0165-C	-8.899059960499232	8.43731555009309
194	194	PA0167-C	-8.899059960499232	8.43731555009309
195	195	PA0168-C	-8.899059960499232	8.43731555009309
196	196	PA0169-C	-8.899059960499232	8.43731555009309
197	197	PA0171-C	-8.899059960499232	8.43731555009309
198	198	PA0172-C	-8.899059960499232	8.43731555009309
199	199	PA0173-C	-8.899059960499232	8.43731555009309
200	200	PA0175-C	-8.899059960499232	8.43731555009309
201	201	PA0176-C	-8.899059960499232	8.43731555009309
202	202	PA0177-C	-8.899059960499232	8.43731555009309
203	203	PA0178-C		
204	204	PA0179-C	-8.899059960499232	8.43731555009309
205	205	PA0180-C	-8.899059960499232	8.43731555009309
206	206	PA0181-C	-8.899059960499232	8.43731555009309
207	207	PA0182-C	-8.899059960499232	8.43731555009309
208	208	PA0183-C	-8.899059960499232	8.43731555009309
209	209	PA0184-C		
210	210	PA0185-C	-8.899059960499232	8.43731555009309
211	211	PA0186-C	-8.899059960499232	8.43731555009309
212	212	PA0187-C	-8.899059960499232	8.43731555009309
213	213	PA0188-C	-8.899059960499232	8.43731555009309
214	214	PA0189-C	-8.899059960499232	8.43731555009309
215	215	PA0191-C	-8.899059960499232	8.43731555009309
216	216	PA0192-C	-8.899059960499232	8.43731555009309
217	217	PA0193-C	-8.899059960499232	8.43731555009309
218	218	PA0195-C	-8.899059960499232	8.43731555009309
219	219	PA0196-C	-8.899059960499232	8.43731555009309
220	220	PA0197-C	-8.899059960499232	8.43731555009309
221	221	PA0198-C	-8.899059960499232	8.43731555009309
222	222	PA0199-C	-8.899059960499232	8.43731555009309
223	223	PA0200-C	-8.899059960499232	8.43731555009309
224	224	PA0201-C	-8.899059960499232	8.43731555009309
225	225	PA0202-C	-8.899059960499232	8.43731555009309
226	226	PA0203-C	-8.899059960499232	8.43731555009309
227	227	PA0204-C	-8.899059960499232	8.43731555009309
228	228	PA0205-C	-8.899059960499232	8.43731555009309
229	229	PA0206-C	-8.899059960499232	8.43731555009309
230	230	PA0207-C	-8.899059960499232	8.43731555009309
231	231	PA0208-C	-8.899059960499232	8.43731555009309
232	232	PA0209-C		
233	233	PA0210-C	-8.899059960499232	8.43731555009309
234	234	PA0211-C	-8.899059960499232	8.43731555009309
235	235	PA0212-C		
236	236	PA0213-C	-8.899059960499232	8.43731555009309
237	237	PA0214-C	-8.899059960499232	8.43731555009309
238	238	PA0215-C	-8.899059960499232	8.43731555009309
239	239	PA0216-C	-8.899059960499232	8.43731555009309
240	240	PA0217-C	-8.899059960499232	8.43731555009309
241	241	PA0218-C	-8.899059960499232	8.43731555009309
242	242	PA0219-C	-8.899059960499232	8.43731555009309
243	243	PA0220-C	-8.899059960499232	8.43731555009309
244	244	PA0221-C	-8.899059960499232	8.43731555009309
245	245	PA0222-C	-8.899059960499232	8.43731555009309
246	246	PA0223-C	-8.899059960499232	8.43731555009309
247	247	PA0224-C	-8.899059960499232	8.43731555009309
248	248	PA0225-C	-8.899059960499232	8.43731555009309
249	249	PA0226-C	-8.899059960499232	8.43731555009309
250	250	PA0227-C	-8.899059960499232	8.43731555009309
251	251	PA0229-C	-8.899059960499232	8.43731555009309
252	252	PA0230-C	-8.899059960499232	8.43731555009309
253	253	PA0231-C	-8.899059960499232	8.43731555009309
254	254	PA0232-C	-8.899059960499232	8.43731555009309
255	255	PA0233-C	-8.899059960499232	8.43731555009309
256	256	PA0234-C	-8.899059960499232	8.43731555009309
257	257	PA0237-C	-8.899059960499232	8.43731555009309
258	258	PA0238-C	-8.899059960499232	8.43731555009309
259	259	PA0239-C	-8.899059960499232	8.43731555009309
260	260	PA0240-C	-8.899059960499232	8.43731555009309
261	261	PA0243-C	-8.899059960499232	8.43731555009309
262	262	PA0245-C		
263	263	PA0246-C	-8.899059960499232	8.43731555009309
264	264	PA0249-C	-8.899059960499232	8.43731555009309
265	265	PA0251-C	-8.899059960499232	8.43731555009309
266	266	PA0253-C	-8.899059960499232	8.43731555009309
267	267	PA0254-C	-8.899059960499232	8.43731555009309
268	268	PA0255-C	-8.899059960499232	8.43731555009309
269	269	PA0256-C	-8.899059960499232	8.43731555009309
270	270	PA0257-C	-8.899059960499232	8.43731555009309
271	271	PA0260-C	-8.899059960499232	8.43731555009309
272	272	PA0261-C	-8.899059960499232	8.43731555009309
273	273	PA0262-C	-8.899059960499232	8.43731555009309
274	274	PA0263-C	-8.899059960499232	8.43731555009309
275	275	PA0266-C	-8.899059960499232	8.43731555009309
276	276	PA0267-C	-8.899059960499232	8.43731555009309
277	277	PA0268-C	-8.899059960499232	8.43731555009309
278	278	PA0270-C	-8.899059960499232	8.43731555009309
279	279	PA0281-CW	-10.658151668592318	10.490027406387112
280	280	PA0283-CW	-10.658151668592318	10.490027406387112
281	281	PA0284-CW	-10.658151668592318	10.490027406387112
282	282	PA0290-C	-10.658151668592318	10.490027406387112
283	283	PA0291-CW	-10.658151668592318	10.490027406387112
284	284	PA0294-CW	-10.658151668592318	10.490027406387112
285	285	PA0295-CW	-10.658151668592318	10.490027406387112
286	286	PA0297-CW	-10.658151668592318	10.490027406387112
287	287	PA0298-C	-10.658151668592318	10.490027406387112
288	288	PA0299-CW	-10.658151668592318	10.490027406387112
289	289	PA0300-C	-10.658151668592318	10.490027406387112
290	290	PA0302-C	-10.658151668592318	10.490027406387112
291	291	PA0303-CW	-10.658151668592318	10.490027406387112
292	292	PA0305-CW	-10.658151668592318	10.490027406387112
293	293	PA0306-CW	-10.658151668592318	10.490027406387112
294	294	PA0307-CW	-10.658151668592318	10.490027406387112
295	295	PA0312-CW	-10.658151668592318	10.490027406387112
296	296	PA0313-CW		
297	297	PA0318-CW	-10.658151668592318	10.490027406387112
298	298	PA0321-CW	-10.658151668592318	10.490027406387112
299	299	PA0325-CW	-10.658151668592318	10.490027406387112
300	300	PA0329-CW	-10.658151668592318	10.490027406387112
301	301	PA0330-CW	-10.658151668592318	10.490027406387112
302	302	PA0331-CW		
303	303	PA0332-CW	-10.658151668592318	10.490027406387112
304	304	PA0334-CW	-10.658151668592318	10.490027406387112
305	305	PA0337-C	-10.658151668592318	10.490027406387112
306	306	PA0341-C	-10.658151668592318	10.490027406387112
307	307	PA0342-CW	-10.658151668592318	10.490027406387112
308	308	PA0344-CW	-10.658151668592318	10.490027406387112
309	309	PA0345-CW	-10.658151668592318	10.490027406387112
310	310	PA0346-CW	-10.658151668592318	10.490027406387112
311	311	PA0347-CW	-10.658151668592318	10.490027406387112
312	312	PA0349-C	-10.658151668592318	10.490027406387112
313	313	PA0350-CW	-10.658151668592318	10.490027406387112
314	314	PA0357-CW	-10.658151668592318	10.490027406387112
315	315	PA0363-CW	-10.658151668592318	10.490027406387112
316	316	PA0370-C	-14.160274326894532	13.393778764364946
317	317	PA0371-C	-14.160274326894532	13.393778764364946
318	318	PA0372-C	-14.160274326894532	13.393778764364946
319	319	PA0373-C	-14.160274326894532	13.393778764364946
320	320	PA0374-C	-14.160274326894532	13.393778764364946
321	321	PA0375-C	-14.160274326894532	13.393778764364946
322	322	PA0376-C	-14.160274326894532	13.393778764364946
323	323	PA0377-C	-14.160274326894532	13.393778764364946
324	324	PA0378-C	-14.160274326894532	13.393778764364946
325	325	PA0379-C	-14.160274326894532	13.393778764364946
326	326	PA0382-C	-14.160274326894532	13.393778764364946
327	327	PA0383-C	-14.160274326894532	13.393778764364946
328	328	PA0384-C		
329	329	PA0387-C	-14.160274326894532	13.393778764364946
330	330	PA0388-C	-14.160274326894532	13.393778764364946
331	331	PA0389-C	-14.160274326894532	13.393778764364946
332	332	PA0391-C	-14.160274326894532	13.393778764364946
333	333	PA0392-C	-14.160274326894532	13.393778764364946
334	334	PA0393-C	-14.160274326894532	13.393778764364946
335	335	PA0394-C	-14.160274326894532	13.393778764364946
336	336	PA0395-C	-14.160274326894532	13.393778764364946
337	337	PA0396-C	-14.160274326894532	13.393778764364946
338	338	PA0397-C	-14.160274326894532	13.393778764364946
339	339	PA0398-C	-14.160274326894532	13.393778764364946
340	340	PA0399-C	-14.160274326894532	13.393778764364946
341	341	PA0400-C	-14.160274326894532	13.393778764364946
342	342	PA0401-C	-14.160274326894532	13.393778764364946
343	343	PA0402-C	-14.160274326894532	13.393778764364946
344	344	PA0403-C		
345	345	PA0404-C	-14.160274326894532	13.393778764364946
346	346	PA0405-C	-14.160274326894532	13.393778764364946
347	347	PA0406-C	-14.160274326894532	13.393778764364946
348	348	PA0407-C	-14.160274326894532	13.393778764364946
349	349	PA0409-C	-14.160274326894532	13.393778764364946
350	350	PA0411-C	-14.160274326894532	13.393778764364946
351	351	PA0413-C	-14.160274326894532	13.393778764364946
352	352	PA0414-C	-14.160274326894532	13.393778764364946
353	353	PA0417-C	-14.160274326894532	13.393778764364946
354	354	PA0419-C	-14.160274326894532	13.393778764364946
355	355	PA0423-C	-14.160274326894532	13.393778764364946
356	356	PA0424-C		
357	357	PA0425-C	-14.160274326894532	13.393778764364946
358	358	PA0431-C	-14.160274326894532	13.393778764364946
359	359	PA0438-C	-16.401558797417138	13.245395650677096
360	360	PA0439-C	-16.401558797417138	13.245395650677096
361	361	PA0440-C	-16.401558797417138	13.245395650677096
362	362	PA0441-C	-16.401558797417138	13.245395650677096
363	363	PA0442-C	-16.401558797417138	13.245395650677096
364	364	PA0443-C	-16.401558797417138	13.245395650677096
365	365	PA0444-C	-16.401558797417138	13.245395650677096
366	366	PA0445-C	-16.401558797417138	13.245395650677096
367	367	PA0446-C	-16.401558797417138	13.245395650677096
368	368	PA0447-C	-16.401558797417138	13.245395650677096
369	369	PA0448-C	-16.401558797417138	13.245395650677096
370	370	PA0449-C	-16.401558797417138	13.245395650677096
371	371	PA0450-C	-16.401558797417138	13.245395650677096
372	372	PA0451-C	-16.401558797417138	13.245395650677096
373	373	PA0453-C	-16.401558797417138	13.245395650677096
374	374	PA0454-C	-16.401558797417138	13.245395650677096
375	375	PA0455-C	-16.401558797417138	13.245395650677096
376	376	PA0456-C		
377	377	PA0457-C	-16.401558797417138	13.245395650677096
378	378	PA0458-C	-16.401558797417138	13.245395650677096
379	379	PA0459-C	-16.401558797417138	13.245395650677096
380	380	PA0460-C	-16.401558797417138	13.245395650677096
381	381	PA0461-C	-16.401558797417138	13.245395650677096
382	382	PA0462-C	-16.401558797417138	13.245395650677096
383	383	PA0463-C	-16.401558797417138	13.245395650677096
384	384	PA0464-C	-16.401558797417138	13.245395650677096
385	385	PA0465-C	-16.401558797417138	13.245395650677096
386	386	PA0467-C	-16.401558797417138	13.245395650677096
387	387	PA0468-C	-16.401558797417138	13.245395650677096
388	388	PA0469-C	-16.401558797417138	13.245395650677096
389	389	PA0470-C	-16.401558797417138	13.245395650677096
390	390	PA0471-C	-16.401558797417138	13.245395650677096
391	391	PA0472-C	-16.401558797417138	13.245395650677096
392	392	PA0473-C	-16.401558797417138	13.245395650677096
393	393	PA0474-C	-16.401558797417138	13.245395650677096
394	394	PA0475-C	-16.401558797417138	13.245395650677096
395	395	PA0478-C	-16.401558797417138	13.245395650677096
396	396	PA0479-C	-16.401558797417138	13.245395650677096
397	397	PA0480-C	-16.401558797417138	13.245395650677096
398	398	PA0481-C	-16.401558797417138	13.245395650677096
399	399	PA0482-C	-16.401558797417138	13.245395650677096
400	400	PA0483-C	-16.401558797417138	13.245395650677096
401	401	PA0484-C	-16.401558797417138	13.245395650677096
402	402	PA0485-C	-16.401558797417138	13.245395650677096
403	403	PA0486-C	-16.401558797417138	13.245395650677096
404	404	PA0487-C	-16.401558797417138	13.245395650677096
405	405	PA0488-C	-16.401558797417138	13.245395650677096
406	406	PA0489-C	-16.401558797417138	13.245395650677096
407	407	PA0490-C	-16.401558797417138	13.245395650677096
408	408	PA0491-C	-16.401558797417138	13.245395650677096
409	409	PA0492-C	-16.401558797417138	13.245395650677096
410	410	PA0494-C	-16.401558797417138	13.245395650677096
411	411	PA0496-C	-16.401558797417138	13.245395650677096
412	412	PA0497-C	-16.401558797417138	13.245395650677096
413	413	PA0498-C		
414	414	PA0500-C	-16.401558797417138	13.245395650677096
415	415	PA0501-C	-16.401558797417138	13.245395650677096
416	416	PA0502-C	-16.401558797417138	13.245395650677096
417	417	PA0503-C	-16.401558797417138	13.245395650677096
418	418	PA0504-C	-16.401558797417138	13.245395650677096
419	419	PA0505-C	-16.401558797417138	13.245395650677096
420	420	PA0506-C	-14.160274326894532	13.393778764364946
421	421	PA0507-C	-14.160274326894532	13.393778764364946
422	422	PA0508-C	-14.160274326894532	13.393778764364946
423	423	PA0513-C	-14.160274326894532	13.393778764364946
424	424	PA0514-C	-14.160274326894532	13.393778764364946
425	425	PA0516-C	-14.160274326894532	13.393778764364946
426	426	PA0520-C	-14.160274326894532	13.393778764364946
427	427	PA0521-C	-14.160274326894532	13.393778764364946
428	428	PA0522-C	-14.160274326894532	13.393778764364946
429	429	PA0523-C		
430	430	PA0524-C	-14.160274326894532	13.393778764364946
431	431	PA0525-C	-14.160274326894532	13.393778764364946
432	432	PA0532-C	-14.160274326894532	13.393778764364946
433	433	PA0534-C	-14.160274326894532	13.393778764364946
434	434	PA0537-C	-14.160274326894532	13.393778764364946
435	435	PA0540-C	-14.160274326894532	13.393778764364946
436	436	PA0541-C	-14.160274326894532	13.393778764364946
437	437	PA0542-C	-14.160274326894532	13.393778764364946
438	438	PA0544-C	-14.160274326894532	13.393778764364946
439	439	PA0550-C	-14.160274326894532	13.393778764364946
440	440	PA0551-C	-14.160274326894532	13.393778764364946
441	441	PA0554-C	-14.160274326894532	13.393778764364946
442	442	PA0558-C	-14.160274326894532	13.393778764364946
443	443	PA0561-C	-14.160274326894532	13.393778764364946
444	444	PA0562-C	-14.160274326894532	13.393778764364946
445	445	PA0563-C	-14.160274326894532	13.393778764364946
446	446	PA0564-C	-14.160274326894532	13.393778764364946
447	447	PA0572-C	-14.160274326894532	13.393778764364946
448	448	PA0575-C	-14.160274326894532	13.393778764364946
449	449	PA0576-C	-14.160274326894532	13.393778764364946
450	450	PA0577-C	-14.160274326894532	13.393778764364946
451	451	PA0586-C	-14.160274326894532	13.393778764364946
452	452	PA0597-C	-14.160274326894532	13.393778764364946
453	453	PA0599-C	-14.160274326894532	13.393778764364946
454	454	PA0604-C	-14.160274326894532	13.393778764364946
455	455	PA0611-C	-14.160274326894532	13.393778764364946
456	456	PA0617-C	-14.160274326894532	13.393778764364946
457	457	PA0618-C		
458	458	PA0619-C	-14.160274326894532	13.393778764364946
459	459	PA0620-C	-14.160274326894532	13.393778764364946
460	460	PA0621-C	-14.160274326894532	13.393778764364946
461	461	PA0622-C	-14.160274326894532	13.393778764364946
462	462	PA0623-C	-14.160274326894532	13.393778764364946
463	463	PA0625-C	-14.160274326894532	13.393778764364946
464	464	PA0626-C	-14.160274326894532	13.393778764364946
465	465	PA0627-C	-14.160274326894532	13.393778764364946
466	466	PA0628-C	-14.160274326894532	13.393778764364946
467	467	PA0629-C	-14.160274326894532	13.393778764364946
468	468	PA0630-C	-14.160274326894532	13.393778764364946
469	469	PA0631-C	-14.160274326894532	13.393778764364946
470	470	PA0633-C	-14.160274326894532	13.393778764364946
471	471	PA0634-C	-14.160274326894532	13.393778764364946
472	472	PA0636-C	-14.160274326894532	13.393778764364946
473	473	PA0637-C	-14.160274326894532	13.393778764364946
474	474	PA0638-C	-14.160274326894532	13.393778764364946
475	475	PA0639-C	-14.160274326894532	13.393778764364946
476	476	PA0641-C	-14.160274326894532	13.393778764364946
477	477	PA0642-C	-14.160274326894532	13.393778764364946
478	478	PA0643-C	-14.160274326894532	13.393778764364946
479	479	PA0645-C	-14.160274326894532	13.393778764364946
480	480	PA0649-C	-14.160274326894532	13.393778764364946
481	481	PA0654-C	-14.160274326894532	13.393778764364946
482	482	PA0655-C	-14.160274326894532	13.393778764364946
483	483	PA0677-CW	-14.160274326894532	13.393778764364946
484	484	PA0699-CW	-14.160274326894532	13.393778764364946
485	485	PA0809-CW	-14.160274326894532	13.393778764364946
486	486	PA0895-CW	-14.160274326894532	13.393778764364946
487	487	PA0899-CW	-14.160274326894532	13.393778764364946
488	488	PA0900-CW	-14.160274326894532	13.393778764364946
489	489	PA0916-CW	-14.160274326894532	13.393778764364946
490	490	PA1029-CW	-14.160274326894532	13.393778764364946
491	491	PA1038-CW	-14.160274326894532	13.393778764364946
492	492	PA1048-CW	-14.160274326894532	13.393778764364946
493	493	PA1050-CW	-14.160274326894532	13.393778764364946
494	494	PA1051-CW	-14.160274326894532	13.393778764364946
495	495	PA1052-CW	-14.160274326894532	13.393778764364946
496	496	PA1061-CW	-14.160274326894532	13.393778764364946
497	497	PA1062-CW		
498	498	PA1313-Cw	-14.160274326894532	13.393778764364946
499	499	PA1315-Cw	-14.160274326894532	13.393778764364946
500	500	PA1316-Cw	-14.160274326894532	13.393778764364946
501	501	PA1317-Cw	-14.160274326894532	13.393778764364946
502	502	PA1318-Cw	-14.160274326894532	13.393778764364946
503	503	PA1319-Cw	-14.160274326894532	13.393778764364946
504	504	PA1320-Cw	-14.160274326894532	13.393778764364946
505	505	PA1321-Cw	-14.160274326894532	13.393778764364946
506	506	PA1323-Cw	-14.160274326894532	13.393778764364946
507	507	PA1324-Cw	-14.160274326894532	13.393778764364946
508	508	PA1326-Cw	-14.160274326894532	13.393778764364946
