	Unnamed: 0	sampleID	x	y
49	49	BQ0098-C	35.299	-23.716
50	50	BQ0099-C	35.299	-23.716
51	51	BQ0100-C	35.299	-23.716
52	52	BQ0102-C	35.299	-23.716
53	53	BQ0103-C	35.299	-23.716
54	54	BQ0106-C	35.299	-23.716
55	55	BQ0107-C		
56	56	BQ0108-C	35.299	-23.716
57	57	BQ0109-C	35.299	-23.716
58	58	BQ0110-C	35.299	-23.716
59	59	BQ0111-C	35.299	-23.716
60	60	BQ0114-C	35.299	-23.716
61	61	BQ0115-C	35.299	-23.716
62	62	BQ0116-C	35.299	-23.716
63	63	BQ0117-C	35.299	-23.716
64	64	BQ0118-C	35.299	-23.716
65	65	BQ0119-C	35.299	-23.716
66	66	BQ0120-C	35.299	-23.716
67	67	BQ0121-C	35.299	-23.716
68	68	BQ0122-C	35.299	-23.716
69	69	BQ0123-C	35.299	-23.716
70	70	BQ0125-C	35.299	-23.716
71	71	BQ0126-C	35.299	-23.716
72	72	BQ0129-C	35.299	-23.716
73	73	BQ0130-C	35.299	-23.716
74	13	AK0062-C	39.909	-3.511
75	14	AK0063-C	39.909	-3.511
76	33	AK0088-C	39.909	-3.511
77	41	AK0099-C	39.909	-3.511
78	43	AK0102-C	39.909	-3.511
79	46	AK0106-C	39.909	-3.511
80	50	AK0116-C	39.909	-3.511
81	54	AK0045-Cx	39.909	-3.511
82	63	AK0109-Cx	39.909	-3.511
83	64	AK0177-C	39.909	-3.511
84	65	AK0203-C	39.909	-3.511
85	66	AK0207-C		
86	67	AK0211-C		
87	68	AK0212-C	39.909	-3.511
88	69	AK0213-C	39.909	-3.511
89	70	AK0214-C	39.909	-3.511
90	71	AK0215-C	39.909	-3.511
91	72	AK0226-C	39.909	-3.511
92	73	AK0235-C	39.909	-3.511
93	74	AK0236-C	39.909	-3.511
94	75	AK0237-C	39.909	-3.511
95	76	AK0238-C	39.909	-3.511
96	77	AK0239-C	39.909	-3.511
97	78	AK0274-C	39.909	-3.511
98	79	AK0278-C	39.909	-3.511
99	80	AK0279-C	39.909	-3.511
100	81	AK0280-C	39.909	-3.511
101	82	AK0281-C	39.909	-3.511
102	10	AG0058-C	-14.917	13.567
103	32	AG0074-C	-14.917	13.567
104	0	AV0043-C	-9.53	8.48
105	1	AV0036-C	-9.53	8.48
106	2	AV0025-C		
107	3	AV0037-C	-9.53	8.48
108	4	AV0026-C	-9.53	8.48
109	5	AV0006-C		
110	6	AV0008-C		
111	7	AV0015-C	-10.03	9.28
112	8	AV0010-C	-10.03	9.28
113	9	AV0032-C		
114	11	AV0035-C	-9.53	8.48
115	12	AV0012-C	-10.03	9.28
116	13	AV0024-C		
117	14	AV0031-C	-9.53	8.48
118	15	AV0002-C	-10.03	9.28
119	16	AV0014-C	-10.03	9.28
120	17	AV0013-C	-10.03	9.28
121	18	AV0005-C	-10.03	9.28
122	19	AV0011-C	-10.03	9.28
123	20	AV0027-C		
124	21	AV0018-C	-10.03	9.28
125	22	AV0047-C	-9.53	8.48
126	25	AV0039-C		
127	26	AV0009-C	-10.03	9.28
128	27	AV0001-C	-10.03	9.28
129	28	AV0041-C	-9.53	8.48
130	29	AV0033-C	-9.53	8.48
131	30	AV0045-C	-9.53	8.48
132	31	AV0017-C	-10.03	9.28
133	32	AV0022-C	-10.03	9.28
134	33	AV0020-C	-10.03	9.28
135	34	AV0021-C	-10.03	9.28
136	35	AV0028-C	-9.53	8.48
137	36	AV0023-C	-10.03	9.28
138	38	AV0044-Cx	-9.53	8.48
139	39	AV0004-Cx		
140	40	AV0030-Cx		
141	42	AV0029-Cx	-9.53	8.48
142	43	AV0034-Cx	-9.53	8.48
143	44	AV0003-Cx	-10.03	9.28
144	0	BP0009-C	21.017	4.283
145	1	BP0010-C		
146	2	BP0011-C		
147	3	BP0012-C	21.017	4.283
148	4	BP0013-C	21.017	4.283
149	5	BP0015-C	21.017	4.283
150	6	BP0016-C	21.017	4.283
151	7	BP0017-C	21.017	4.283
152	8	BP0018-C	21.017	4.283
153	9	BP0019-C	21.017	4.283
154	10	BP0020-C	21.017	4.283
155	11	BP0021-C		
156	12	BP0022-C	21.017	4.283
157	13	BP0023-C		
158	14	BP0024-C	21.017	4.283
159	15	BP0025-C	21.017	4.283
160	16	BP0026-C	21.017	4.283
161	17	BP0027-C	21.017	4.283
162	18	BP0028-C	21.017	4.283
163	19	BP0029-C	21.017	4.283
164	20	BP0030-C	21.017	4.283
165	21	BP0031-C	21.017	4.283
166	22	BP0032-C	21.017	4.283
167	23	BP0033-C	21.017	4.283
168	24	BP0034-C	21.017	4.283
169	25	BP0035-C	21.017	4.283
170	26	BP0036-C	21.017	4.283
171	27	BP0037-C	21.017	4.283
172	28	BP0038-C	21.017	4.283
173	29	BP0039-C		
174	30	BP0040-C	21.017	4.283
175	31	BP0041-C	21.017	4.283
176	32	BP0042-C	21.017	4.283
177	33	BP0043-C	21.017	4.283
178	34	BP0044-C	21.017	4.283
179	35	BP0045-C	21.017	4.283
180	36	BP0046-C	21.017	4.283
181	37	BP0047-C	21.017	4.283
182	38	BP0048-C	21.017	4.283
183	39	BP0049-C	21.017	4.283
184	40	BP0050-C	21.017	4.283
185	41	BP0051-C	21.017	4.283
186	42	BP0052-C	21.017	4.283
187	43	BP0053-C	21.017	4.283
188	44	BP0054-C	21.017	4.283
189	45	BP0055-C		
190	46	BP0056-C	21.017	4.283
191	47	BP0057-C	21.017	4.283
192	48	BP0058-C	21.017	4.283
193	49	BP0059-C	21.017	4.283
194	50	BP0060-C	21.017	4.283
195	51	BP0061-C	21.017	4.283
196	52	BP0062-C	21.017	4.283
197	53	BP0064-C	21.017	4.283
198	54	BP0065-C		
199	55	BP0066-C	21.017	4.283
200	56	BP0067-C	21.017	4.283
201	57	BP0069-C	21.017	4.283
202	58	BP0070-C	21.017	4.283
203	59	BP0071-C	21.017	4.283
204	60	BP0072-C	21.017	4.283
205	61	BP0074-C	21.017	4.283
206	62	BP0075-C	21.017	4.283
207	63	BP0076-C	21.017	4.283
208	64	BP0077-C	21.017	4.283
209	65	BP0078-C	21.017	4.283
210	66	BP0079-C	21.017	4.283
211	67	BP0080-C	21.017	4.283
212	68	BP0081-C	21.017	4.283
213	69	BP0001-C		
214	70	BP0002-C	21.017	4.283
215	71	BP0003-C	21.017	4.283
216	72	BP0004-C	21.017	4.283
217	73	BP0006-C	21.017	4.283
218	74	BP0007-C	21.017	4.283
219	75	BP0008-C	21.017	4.283
220	9	AC0310-C	-2.969	53.409
221	14	AC0315-C	-2.969	53.409
222	15	AC0316-C	-2.969	53.409
223	17	AC0318-C	-2.969	53.409
224	19	AC0320-C	-2.969	53.409
225	23	AC0324-C	-2.969	53.409
226	24	AC0325-C	-2.969	53.409
227	25	AC0326-C	-2.969	53.409
228	28	AC0329-C		
229	29	AC0330-C	-2.969	53.409
230	30	AC0331-C	-2.969	53.409
231	31	AC0332-C	-2.969	53.409
232	32	AC0333-C	-2.969	53.409
233	34	AC0335-C	-2.969	53.409
234	35	AC0336-C	-2.969	53.409
235	36	AC0337-C	-2.969	53.409
236	37	AC0338-C	-2.969	53.409
237	40	AC0341-C	-2.969	53.409
238	44	AC0345-C	-2.969	53.409
239	45	AC0346-C	-2.969	53.409
240	46	AC0347-C	-2.969	53.409
241	48	AC0349-C	-2.969	53.409
242	49	AC0382-C	-2.969	53.409
243	51	AC0384-C	-2.969	53.409
244	53	AC0386-C	-2.969	53.409
245	55	AC0388-C		
246	57	AC0390-C	-2.969	53.409
247	58	AC0391-C	-2.969	53.409
248	61	AC0398-C		
249	62	AC0406-C	-2.969	53.409
250	130	AD0283-C		
251	131	AD0284-C		
252	132	AD0285-C	-2.969	53.409
253	133	AD0286-C	-2.969	53.409
254	134	AD0287-C	-2.969	53.409
255	135	AD0288-C		
256	137	AD0290-C	-2.969	53.409
257	138	AD0291-C	-2.969	53.409
258	139	AD0292-C	-2.969	53.409
259	140	AD0293-C	-2.969	53.409
260	141	AD0294-C	-2.969	53.409
261	142	AD0295-C		
262	143	AD0296-C	-2.969	53.409
263	144	AD0297-C	-2.969	53.409
264	146	AD0299-C	-2.969	53.409
265	147	AD0300-C	-2.969	53.409
266	148	AD0301-C	-2.969	53.409
267	149	AD0302-C	-2.969	53.409
268	190	AD0347-C	-2.969	53.409
269	0	AZ0253-C	-8.2	12.2
270	1	AZ0254-C	-8.2	12.2
271	2	AZ0255-C	-8.2	12.2
272	3	AZ0256-C	-8.2	12.2
273	4	AZ0258-C	-8.2	12.2
274	5	AZ0259-C		
275	6	AZ0260-C	-8.2	12.2
276	7	AZ0261-C	-8.2	12.2
277	8	AZ0263-C	-8.45	11.88
278	9	AZ0267-C	-6.13	13.2
279	21	AZ0279-C		
280	25	AZ0283-C	-8.2	12.2
281	50	VBS02077-4431STDY6772805	-8.45	11.88
282	51	VBS02083-4431STDY6772806	-8.45	11.88
283	52	VBS02088-4431STDY6772808	-8.45	11.88
284	53	VBS02090-4431STDY6772809	-8.45	11.88
285	54	VBS02093-4431STDY6772811	-8.45	11.88
286	55	VBS02094-4431STDY6772812	-8.45	11.88
287	56	VBS02095-4431STDY6772813	-8.45	11.88
288	57	VBS02097-4431STDY6772815	-8.45	11.88
289	58	VBS02101-4431STDY6772818	-8.45	11.88
290	59	VBS02103-4431STDY6772819	-8.45	11.88
291	60	VBS02104-4431STDY6772820	-8.45	11.88
292	61	VBS02106-4431STDY6772821		
293	62	VBS02107-4431STDY6772822	-8.45	11.88
294	63	VBS02109-4431STDY6772823		
295	64	VBS02110-4431STDY6772824	-8.45	11.88
296	65	VBS02112-4431STDY6772826	-8.45	11.88
297	66	VBS02119-4431STDY6772831	-8.45	11.88
298	67	VBS02121-4431STDY6772832	-8.45	11.88
299	68	VBS02127-4431STDY6772833	-8.45	11.88
300	69	VBS02129-4431STDY6772835	-8.45	11.88
301	70	VBS02130-4431STDY6772836	-8.45	11.88
302	0	AN0007-C	13.558	4.341
303	1	AN0008-C		
304	2	AN0009-C	13.558	4.341
305	3	AN0010-C	13.558	4.341
306	4	AN0011-C	13.558	4.341
307	5	AN0012-C	13.558	4.341
308	6	AN0013-C	13.558	4.341
309	7	AN0014-C	13.558	4.341
310	8	AN0015-C	13.558	4.341
311	9	AN0016-C	13.558	4.341
312	10	AN0017-Cx	13.558	4.341
313	11	AN0018-C	13.558	4.341
314	12	AN0019-C	13.558	4.341
315	13	AN0020-C	13.558	4.341
316	14	AN0021-C	13.558	4.341
317	15	AN0022-C	14.442	5.747
318	16	AN0023-C	14.442	5.747
319	17	AN0024-C	14.442	5.747
320	18	AN0025-Cx	14.442	5.747
321	19	AN0026-Cx	14.442	5.747
322	20	AN0027-C	14.442	5.747
323	21	AN0028-C	14.442	5.747
324	22	AN0029-C	14.442	5.747
325	23	AN0030-C		
326	24	AN0031-C	14.442	5.747
327	25	AN0032-C	14.442	5.747
328	26	AN0033-C	14.442	5.747
329	27	AN0034-C	14.442	5.747
330	28	AN0035-C	14.442	5.747
331	29	AN0036-C	14.442	5.747
332	30	AN0037-C		
333	31	AN0038-C	14.442	5.747
334	32	AN0039-C	14.442	5.747
335	33	AN0040-C	14.442	5.747
336	34	AN0041-C	14.442	5.747
337	35	AN0042-C	14.442	5.747
338	36	AN0043-C	14.442	5.747
339	37	AN0044-C	14.442	5.747
340	38	AN0045-C	14.442	5.747
341	39	AN0046-C	14.442	5.747
342	40	AN0047-C	14.442	5.747
343	41	AN0048-C	14.442	5.747
344	42	AN0049-C		
345	43	AN0050-C	14.442	5.747
346	44	AN0051-C	14.442	5.747
347	45	AN0053-C	14.442	5.747
348	46	AN0054-C	14.442	5.747
349	47	AN0055-C	14.442	5.747
350	48	AN0056-C	14.442	5.747
351	49	AN0057-C	14.442	5.747
352	50	AN0058-C	14.442	5.747
353	51	AN0059-C	14.442	5.747
354	52	AN0060-C	14.442	5.747
355	53	AN0061-Cx	14.442	5.747
356	54	AN0062-C	14.442	5.747
357	55	AN0063-Cx	14.442	5.747
358	56	AN0064-C	14.442	5.747
359	57	AN0065-Cx	14.442	5.747
360	58	AN0066-C	14.442	5.747
361	59	AN0067-Cx	14.442	5.747
362	60	AN0068-Cx	14.442	5.747
363	61	AN0069-C	14.442	5.747
364	62	AN0070-C	14.442	5.747
365	63	AN0071-C	14.442	5.747
366	64	AN0072-Cx	14.442	5.747
367	65	AN0073-C	14.442	5.747
368	66	AN0074-C	14.442	5.747
369	67	AN0075-Cx	14.442	5.747
370	68	AN0076-C		
371	69	AN0077-C	14.442	5.747
372	70	AN0078-C	14.442	5.747
373	71	AN0079-C	14.442	5.747
374	72	AN0080-C	14.442	5.747
375	73	AN0081-C	14.442	5.747
376	74	AN0082-C	14.442	5.747
377	75	AN0083-C	14.442	5.747
378	76	AN0084-C	14.442	5.747
379	77	AN0085-C	14.442	5.747
380	78	AN0086-C	14.442	5.747
381	79	AN0087-C	14.442	5.747
382	80	AN0088-C	14.442	5.747
383	81	AN0089-C	14.442	5.747
384	82	AN0090-C		
385	83	AN0091-C		
386	84	AN0092-C	14.442	5.747
387	85	AN0093-C	14.442	5.747
388	86	AN0094-C	14.442	5.747
389	87	AN0095-C	14.442	5.747
390	88	AN0096-C	14.442	5.747
391	89	AN0097-C	14.442	5.747
392	90	AN0098-C	14.442	5.747
393	91	AN0099-C		
394	92	AN0100-C		
395	93	AN0101-Cx	14.442	5.747
396	94	AN0102-C	14.442	5.747
397	95	AN0103-C	14.442	5.747
398	96	AN0104-C	14.442	5.747
399	97	AN0105-C	14.442	5.747
400	98	AN0106-C	14.442	5.747
401	99	AN0107-C	14.442	5.747
402	100	AN0108-C	14.442	5.747
403	101	AN0109-C	14.442	5.747
404	102	AN0111-C	14.442	5.747
405	103	AN0112-Cx	14.442	5.747
406	104	AN0113-C	14.442	5.747
407	105	AN0114-C	14.442	5.747
408	106	AN0115-C	14.442	5.747
409	107	AN0117-C	14.442	5.747
410	108	AN0118-Cx	14.442	5.747
411	109	AN0119-C	14.442	5.747
412	110	AN0120-C	14.442	5.747
413	111	AN0121-Cx	14.442	5.747
414	112	AN0122-C	13.558	4.341
415	113	AN0123-Cx	13.558	4.341
416	114	AN0124-C	13.558	4.341
417	115	AN0125-Cx	13.558	4.341
418	116	AN0126-C	13.558	4.341
419	117	AN0127-Cx	13.558	4.341
420	118	AN0128-C	13.558	4.341
421	119	AN0129-C	13.558	4.341
422	120	AN0130-C	13.558	4.341
423	121	AN0131-C	13.558	4.341
424	122	AN0132-Cx	13.558	4.341
425	123	AN0133-Cx	13.558	4.341
426	124	AN0134-Cx		
427	125	AN0135-Cx	13.558	4.341
428	126	AN0136-Cx	13.558	4.341
429	127	AN0137-C		
430	128	AN0138-C		
431	129	AN0139-C		
432	130	AN0140-C	13.558	4.341
433	131	AN0141-C	13.558	4.341
434	132	AN0142-C	13.558	4.341
435	133	AN0143-C	13.558	4.341
436	134	AN0144-C	13.558	4.341
437	135	AN0146-C	13.558	4.341
438	136	AN0147-C	13.558	4.341
439	137	AN0148-C	13.558	4.341
440	138	AN0149-C	13.558	4.341
441	139	AN0151-C	13.558	4.341
442	140	AN0152-C	13.558	4.341
443	141	AN0153-C	13.558	4.341
444	142	AN0154-C	13.558	4.341
445	143	AN0155-C	13.558	4.341
446	144	AN0156-C	13.558	4.341
447	145	AN0157-Cx	13.558	4.341
448	146	AN0158-C	13.558	4.341
449	147	AN0159-Cx	13.558	4.341
450	148	AN0160-Cx	13.558	4.341
451	149	AN0162-Cx	13.558	4.341
452	150	AN0163-C	13.558	4.341
453	151	AN0164-C	13.558	4.341
454	152	AN0165-C	13.558	4.341
455	153	AN0166-C	13.558	4.341
456	154	AN0167-C		
457	155	AN0168-C		
458	156	AN0169-C	13.558	4.341
459	157	AN0170-C	13.558	4.341
460	158	AN0171-C	13.558	4.341
461	159	AN0172-C	13.558	4.341
462	160	AN0173-C	13.558	4.341
463	161	AN0174-Cx	13.558	4.341
464	162	AN0175-C	13.558	4.341
465	163	AN0176-C	13.558	4.341
466	164	AN0177-C	13.558	4.341
467	165	AN0178-C	13.558	4.341
468	166	AN0179-C	13.558	4.341
469	167	AN0180-C	13.558	4.341
470	168	AN0181-C	13.558	4.341
471	169	AN0182-C	13.558	4.341
472	170	AN0183-C	13.558	4.341
473	171	AN0184-C	13.558	4.341
474	172	AN0185-C	13.558	4.341
475	173	AN0186-Cx	13.558	4.341
476	174	AN0187-C	13.558	4.341
477	175	AN0188-C	13.558	4.341
478	176	AN0189-C	13.558	4.341
479	177	AN0190-C	13.558	4.341
480	178	AN0191-C	13.558	4.341
481	179	AN0192-C	13.558	4.341
482	180	AN0193-Cx	13.558	4.341
483	181	AN0194-C	13.558	4.341
484	182	AN0195-Cx	13.558	4.341
485	183	AN0196-C		
486	184	AN0197-Cx	13.558	4.341
487	185	AN0198-C	13.558	4.341
488	186	AN0199-C	13.558	4.341
489	187	AN0200-C	13.558	4.341
490	188	AN0201-Cx	13.558	4.341
491	189	AN0202-Cx	13.558	4.341
492	190	AN0203-Cx	13.558	4.341
493	191	AN0204-C	13.558	4.341
494	192	AN0205-C	13.558	4.341
495	193	AN0206-C	13.558	4.341
496	194	AN0207-C	13.558	4.341
497	195	AN0208-C	13.558	4.341
498	196	AN0209-C	13.558	4.341
499	197	AN0210-Cx	13.558	4.341
500	198	AN0212-C	13.558	4.341
501	199	AN0213-C	13.558	4.341
502	200	AN0214-C	13.558	4.341
503	201	AN0215-C	13.558	4.341
504	202	AN0217-C		
505	203	AN0218-C	13.558	4.341
506	204	AN0219-C	13.558	4.341
507	205	AN0220-C	13.558	4.341
508	206	AN0221-C	13.558	4.341
509	207	AN0222-Cx	13.844	4.777
510	208	AN0223-C	13.844	4.777
511	209	AN0224-Cx	13.844	4.777
512	210	AN0225-Cx	13.844	4.777
513	211	AN0226-Cx	13.844	4.777
514	212	AN0227-Cx	13.844	4.777
515	213	AN0228-C		
516	214	AN0229-Cx	13.844	4.777
517	215	AN0230-Cx	13.844	4.777
518	216	AN0231-Cx	13.844	4.777
519	217	AN0232-C	13.844	4.777
520	218	AN0233-C	13.844	4.777
521	219	AN0234-C		
522	220	AN0235-C	13.844	4.777
523	221	AN0236-Cx	13.844	4.777
524	222	AN0237-Cx	13.844	4.777
525	223	AN0238-C	13.844	4.777
526	224	AN0239-C	13.844	4.777
527	225	AN0240-C	13.844	4.777
528	226	AN0241-C	13.844	4.777
529	227	AN0242-C	13.844	4.777
530	228	AN0243-C	13.844	4.777
531	229	AN0244-C		
532	230	AN0245-C	13.844	4.777
533	231	AN0246-C	13.844	4.777
534	232	AN0247-C	13.844	4.777
535	233	AN0248-C	13.844	4.777
536	234	AN0250-C	13.844	4.777
537	235	AN0251-C	13.844	4.777
538	236	AN0252-C	13.844	4.777
539	237	AN0253-C	13.844	4.777
540	238	AN0254-C	13.844	4.777
541	239	AN0255-C	13.844	4.777
542	240	AN0256-C	13.844	4.777
543	241	AN0258-C	13.844	4.777
544	242	AN0259-Cx	13.844	4.777
545	243	AN0260-C	13.844	4.777
546	244	AN0261-Cx	13.844	4.777
547	245	AN0262-C	13.844	4.777
548	246	AN0263-Cx	13.844	4.777
549	247	AN0264-C	13.844	4.777
550	248	AN0265-C	13.844	4.777
551	249	AN0266-C	13.844	4.777
552	250	AN0267-Cx	13.844	4.777
553	251	AN0268-C	13.844	4.777
554	252	AN0269-C	13.844	4.777
555	253	AN0270-C	13.844	4.777
556	254	AN0271-C	13.844	4.777
557	255	AN0272-C	13.844	4.777
558	256	AN0275-C	13.844	4.777
559	257	AN0276-C	13.844	4.777
560	258	AN0277-C	13.844	4.777
561	259	AN0278-C	13.844	4.777
562	260	AN0279-C	13.844	4.777
563	261	AN0280-C	13.844	4.777
564	262	AN0281-C	13.844	4.777
565	263	AN0282-Cx	13.844	4.777
566	264	AN0283-Cx		
567	265	AN0284-Cx	13.844	4.777
568	266	AN0285-C	13.844	4.777
569	267	AN0286-Cx	13.844	4.777
570	268	AN0287-Cx	13.844	4.777
571	269	AN0288-Cx	13.844	4.777
572	270	AN0289-C	13.844	4.777
573	271	AN0290-Cx	13.844	4.777
574	272	AN0291-Cx	13.844	4.777
575	273	AN0292-C	13.844	4.777
576	274	AN0293-Cx	13.844	4.777
577	275	AN0294-C	13.844	4.777
578	276	AN0295-C	13.844	4.777
579	277	AN0296-Cx	13.844	4.777
580	278	AN0297-C	13.844	4.777
581	279	AN0298-Cx	13.844	4.777
582	280	AN0299-C	13.844	4.777
583	281	AN0300-C	13.844	4.777
584	282	AN0301-Cx		
585	283	AN0302-C	13.844	4.777
586	284	AN0303-C	13.844	4.777
587	285	AN0304-C	13.844	4.777
588	286	AN0305-C		
589	287	AN0306-C	13.844	4.777
590	288	AN0307-C	13.844	4.777
591	289	AN0308-C	13.844	4.777
592	290	AN0309-Cx	13.844	4.777
593	291	AN0310-C	13.844	4.777
594	292	AN0311-C	13.844	4.777
595	293	AN0312-C	13.844	4.777
596	294	AN0313-C	13.844	4.777
597	295	AN0314-C	13.844	4.777
598	296	AN0315-C	13.844	4.777
599	297	AN0316-C	13.844	4.777
600	298	AN0317-C	13.844	4.777
601	299	AN0318-C	13.844	4.777
602	300	AN0319-C	13.844	4.777
603	301	AN0320-C	13.844	4.777
604	302	AN0321-C		
605	0	AQ0009-C	8.7	3.7
606	1	AQ0001-C	8.7	3.7
607	2	AQ0002-C		
608	3	AQ0005-C	8.7	3.7
609	4	AQ0004-C	8.7	3.7
610	5	AQ0015-C	8.7	3.7
611	6	AQ0011-C	8.7	3.7
612	7	AQ0012-C	8.7	3.7
613	8	AQ0014-C	8.7	3.7
614	9	AQ0013-C	8.7	3.7
615	0	AP0007-C	45.081	-12.703
616	1	AP0021-C	45.122	-12.797
617	2	AP0019-C	45.156	-12.991
618	3	AP0020-C		
619	4	AP0009-C	45.143	-12.779
620	5	AP0002-C	45.143	-12.779
621	6	AP0034-C	45.104	-12.852
622	7	AP0035-C		
623	8	AP0031-C	45.156	-12.991
624	9	AP0008-C	45.143	-12.779
625	10	AP0011-C	45.143	-12.779
626	11	AP0032-C	45.156	-12.991
627	12	AP0010-C	45.143	-12.779
628	13	AP0025-C	45.104	-12.852
629	14	AP0022-C	45.122	-12.797
630	15	AP0006-C	45.156	-12.991
631	16	AP0030-C	45.155	-12.857
632	17	AP0023-C	45.156	-12.991
633	18	AP0033-C	45.122	-12.797
634	19	AP0005-C	45.142	-12.738
635	20	AP0014-Cx	45.155	-12.857
636	21	AP0013-Cx	45.143	-12.779
637	22	AP0017-Cx	45.156	-12.991
638	0	AB0298-C		
639	1	AB0299-C	-1.17	12.06
640	2	AB0301-C	-1.17	12.06
641	3	AB0302-C	-1.17	12.06
642	4	AB0303-C	-1.17	12.06
643	5	AB0309-C	-1.17	12.06
644	6	AB0312-C		
645	7	AB0313-C	-1.17	12.06
646	8	AB0314-C	-1.17	12.06
647	9	AB0315-C	-1.17	12.06
648	10	AB0316-C	-1.17	12.06
649	11	AB0318-C	-1.17	12.06
650	12	AB0325-C	-1.17	12.06
651	7	AZ0300-C	-8.15	12.89
652	8	AZ0301-C	-8.15	12.89
653	9	AZ0302-C	-8.15	12.89
654	10	AZ0304-C	-8.15	12.89
655	11	AZ0305-C		
656	12	AZ0306-C	-8.15	12.89
657	13	AZ0307-C	-8.15	12.89
658	14	AZ0308-C	-8.15	12.89
659	15	AZ0309-C	-8.15	12.89
660	16	AZ0310-C	-8.15	12.89
661	17	AZ0311-C		
662	18	AZ0313-C	-8.15	12.89
663	19	AZ0314-C	-8.15	12.89
664	20	AZ0316-C	-8.15	12.89
665	21	AZ0317-C	-8.15	12.89
666	22	AZ0318-C	-8.15	12.89
667	23	AZ0319-C	-8.15	12.89
668	24	AZ0320-C	-8.15	12.89
669	25	AZ0321-C		
670	26	AZ0322-C	-8.15	12.89
671	27	AZ0323-C	-8.15	12.89
672	28	AZ0325-C	-8.15	12.89
673	29	AZ0326-C		
674	30	AZ0328-C	-8.15	12.89
675	31	AZ0329-C	-8.15	12.89
676	32	AZ0330-C	-8.15	12.89
677	33	AZ0331-C	-8.15	12.89
678	41	AZ0312-C	-8.15	12.89
679	43	AZ0336-C		
680	44	AZ0337-C	-8.16	12.9
681	45	AZ0338-C	-8.16	12.9
682	52	AZ0350-C		
683	58	AZ0484-CW	-8.08	12.81
684	0	AV0069-CW		
685	3	AV0235-CW	-9.53	8.48
686	4	AV0132-C	-10.03	9.28
687	5	AV0061-C	-10.03	9.28
688	6	AV0109-C	-10.03	9.28
689	7	AV0074-C	-10.03	9.28
690	8	AV0086-C	-10.03	9.28
691	9	AV0098-C	-10.03	9.28
692	10	AV0134-C	-10.03	9.28
693	11	AV0113-C	-10.03	9.28
694	12	AV0137-C	-10.03	9.28
695	13	AV0078-C	-10.03	9.28
696	14	AV0055-C	-10.03	9.28
697	15	AV0067-C	-10.03	9.28
698	16	AV0091-C	-10.03	9.28
699	17	AV0115-C		
700	18	AV0068-C	-10.03	9.28
701	19	AV0080-C	-10.03	9.28
702	20	AV0092-C	-10.03	9.28
703	21	AV0104-C	-10.03	9.28
704	22	AV0116-C	-10.03	9.28
705	23	AV0128-C	-10.03	9.28
706	24	AV0140-C	-10.03	9.28
707	25	AV0129-C		
708	26	AV0141-C	-10.03	9.28
709	27	AV0058-C	-10.03	9.28
710	28	AV0070-C	-10.03	9.28
711	29	AV0082-C	-10.03	9.28
712	30	AV0094-C	-10.03	9.28
713	31	AV0106-C	-10.03	9.28
714	32	AV0130-C	-10.03	9.28
715	33	AV0059-C	-10.03	9.28
716	34	AV0083-C	-10.03	9.28
717	35	AV0095-C	-10.03	9.28
718	36	AV0107-C	-10.03	9.28
719	37	AV0119-C	-10.03	9.28
720	38	AV0131-C	-10.03	9.28
721	39	AV0142-C	-9.53	8.48
722	40	AV0154-C	-9.53	8.48
